term	dominance
paid	-0.066
hats off	-0.066
repeat on	-0.066
spring rolls	-0.066
rare occasions	-0.066
set piece	-0.066
chow mein	-0.066
rowing	-0.066
personal	-0.066
bring down	-0.066
duplex	-0.066
due	-0.066
matchup	-0.066
talk at	-0.066
listen in	-0.066
lime juice	-0.066
whim	-0.066
let's see	-0.066
at bat	-0.066
foul play	-0.066
base in	-0.066
drive by	-0.066
pasta salad	-0.066
cirque	-0.066
normalize	-0.066
take up	-0.066
red panda	-0.066
cold front	-0.066
cross stitch	-0.066
cleaning lady	-0.066
peeved	-0.066
entourage	-0.066
ash wednesday	-0.066
warmer	-0.066
pretty much	-0.066
salt water	-0.066
money back	-0.066
past tense	-0.066
love bug	-0.066
land on	-0.066
wander around	-0.066
get to	-0.066
except for	-0.066
insofar as	-0.066
luv	-0.066
query	-0.066
karaoke bar	-0.066
whipped cream	-0.066
red state	-0.066
grand theft	-0.066
every night	-0.066
thought of	-0.066
dog it	-0.066
frozen food	-0.066
mouth water	-0.066
me too	-0.066
aviary	-0.066
emergency brake	-0.066
plug into	-0.066
in form	-0.066
cue up	-0.066
jingle bell	-0.066
hotel room	-0.066
dining hall	-0.066
laughing stock	-0.066
bright green	-0.066
snuggle up	-0.066
old english	-0.066
street name	-0.066
outlet mall	-0.066
go easy	-0.066
strike out	-0.066
tuck in	-0.066
millet	-0.067
resinate	-0.067
dearness	-0.067
gabber	-0.067
dingle	-0.067
broadcloth	-0.067
attachable	-0.067
unglue	-0.067
unvarying	-0.067
network	-0.068
deduce	-0.068
stand at	-0.068
hair dryer	-0.068
same	-0.068
inlet	-0.068
boiling hot	-0.068
crammed	-0.068
hard stop	-0.068
quibble	-0.068
shot down	-0.068
scare tactics	-0.068
camped out	-0.068
adjacent to	-0.068
unabated	-0.068
jump ball	-0.068
lotto ticket	-0.068
yellow card	-0.068
fax machine	-0.068
sceptical	-0.068
pelvic floor	-0.068
bootleg	-0.068
glass in	-0.068
crass	-0.068
fair share	-0.068
carried away	-0.068
cold storage	-0.068
head off	-0.068
mark up	-0.068
supposed to	-0.068
close range	-0.068
colonoscopy	-0.068
swept	-0.068
believe me	-0.068
water tank	-0.068
debenture	-0.068
vicinity	-0.068
potty trained	-0.068
pro bono	-0.068
breast milk	-0.068
act up	-0.068
in truth	-0.068
air drop	-0.068
snare	-0.068
period piece	-0.068
dig up	-0.068
avoidance	-0.068
mover	-0.068
treble	-0.068
atheistic	-0.068
cold cuts	-0.068
tongue piercing	-0.068
hot stove	-0.068
double dipping	-0.068
watch list	-0.068
elusive	-0.068
flip through	-0.068
essay writing	-0.068
kraken	-0.068
have room	-0.068
extend to	-0.068
split second	-0.068
banana republic	-0.068
move up	-0.068
hundredth	-0.068
done for	-0.068
hack it	-0.068
grandpa	-0.068
rib cage	-0.068
heavy cream	-0.068
mind reader	-0.068
inter	-0.068
stem from	-0.068
sprinkling	-0.068
serial killer	-0.068
henceforth	-0.068
damnit	-0.068
cutting edge	-0.068
umbilical cord	-0.068
someone	-0.068
gray area	-0.068
souvenir	-0.068
wind up	-0.068
animus	-0.068
walk in	-0.068
save on	-0.068
pentagram	-0.068
heating pad	-0.068
voyeur	-0.068
acquired taste	-0.068
singly	-0.068
give in	-0.068
support level	-0.068
rewatch	-0.068
egg salad	-0.068
library card	-0.068
legal name	-0.068
freeze on	-0.068
thankgod	-0.068
excel	-0.068
brick in	-0.068
light out	-0.068
tell me	-0.068
fucksake	-0.068
pellet	-0.068
yoga mat	-0.068
confide in	-0.068
cold water	-0.068
wagon	-0.068
pipe dream	-0.068
scooby doo	-0.068
in sum	-0.068
thankyoulord	-0.068
misrepresented	-0.068
dirt bike	-0.068
left turn	-0.068
come across	-0.068
internal clock	-0.068
churn out	-0.068
feed on	-0.068
down payment	-0.068
a bunch	-0.068
long on	-0.068
binge watching	-0.068
throw on	-0.068
epilogue	-0.068
tortilla chips	-0.068
rural area	-0.068
these guys	-0.068
hotel lobby	-0.068
in hindsight	-0.068
poke at	-0.068
hospital room	-0.068
thankyou	-0.068
stick figure	-0.068
fall short	-0.068
tone in	-0.068
come by	-0.068
strike on	-0.068
watercourse	-0.068
string cheese	-0.068
variant	-0.068
fix on	-0.068
searching	-0.068
in itself	-0.068
base on	-0.068
lounge	-0.069
musing	-0.070
arable	-0.070
flexible	-0.070
avert	-0.070
insular	-0.070
sellout	-0.070
hard times	-0.070
fete	-0.070
damned	-0.070
mutilate	-0.070
rundown	-0.070
javelin	-0.070
overcoat	-0.070
barge	-0.070
bucko	-0.070
legume	-0.070
samba	-0.070
discord	-0.070
bachelorette	-0.070
cell	-0.070
road construction	-0.070
item	-0.070
wishmeluck	-0.070
angiogram	-0.070
predicate	-0.070
erosion	-0.070
dribble	-0.070
asymmetric	-0.070
amass	-0.070
hostility	-0.070
cabinet	-0.070
unscrupulous	-0.070
agriculture	-0.070
in fine	-0.070
chapman	-0.070
malarkey	-0.070
itch	-0.070
taste	-0.070
parallel	-0.070
finally	-0.070
grandchild	-0.070
sturgeon	-0.070
reprimand	-0.070
clobber	-0.072
attenuation	-0.072
sleep on	-0.072
doubling	-0.072
glee	-0.072
gradually	-0.072
strut	-0.072
trepidation	-0.072
step on	-0.072
diversify	-0.072
warren	-0.072
withdrawals	-0.072
time span	-0.072
lip sync	-0.072
cutie	-0.072
sectional	-0.072
freak	-0.072
gent	-0.072
love triangle	-0.072
misogyny	-0.072
ring	-0.072
applaud	-0.072
cold blood	-0.072
noted	-0.072
beat it	-0.072
agape	-0.072
flow	-0.072
back up	-0.072
like mad	-0.072
nothing much	-0.072
happen to	-0.072
nail set	-0.072
light weight	-0.072
vacant	-0.072
angry mob	-0.072
esophagus	-0.072
nintendo	-0.072
potato soup	-0.072
water cooler	-0.072
homophobic	-0.072
brachial	-0.072
role	-0.072
burnished	-0.072
early retirement	-0.072
lyric	-0.072
revolve around	-0.072
jigsaw puzzle	-0.072
hotter	-0.072
baby shower	-0.072
jury duty	-0.072
screw this	-0.072
alimony	-0.072
jarhead	-0.072
bipartite	-0.072
angina	-0.072
what's more	-0.072
apartheid	-0.072
trawl	-0.072
karmic	-0.072
adhd	-0.072
fibrous	-0.072
signal	-0.072
ghost writer	-0.072
heal all	-0.072
hyena	-0.072
bate	-0.072
brocade	-0.072
hair care	-0.072
assume	-0.072
inhalation	-0.072
hot air	-0.072
catch on	-0.072
using up	-0.072
hemostat	-0.072
trolley	-0.072
groovy	-0.072
bearskin	-0.072
coat	-0.072
elude	-0.072
cousins	-0.072
cardiac arrest	-0.072
hayride	-0.072
gay marriage	-0.072
chiseler	-0.072
belly button	-0.072
game room	-0.072
dew	-0.072
scorching	-0.072
banter	-0.072
hedge fund	-0.072
war machine	-0.072
pour into	-0.072
simile	-0.072
tune up	-0.072
devout	-0.072
reflected in	-0.072
sound check	-0.072
under water	-0.072
namaste	-0.072
subliminal	-0.072
attention whore	-0.072
farmer	-0.072
liposuction	-0.072
garlic sauce	-0.072
ventricle	-0.072
chime	-0.072
throughout	-0.072
refill	-0.072
general public	-0.072
sexual attraction	-0.072
screw with	-0.072
locality	-0.072
circumstances	-0.072
get wet	-0.072
blood bath	-0.072
retriever	-0.072
make for	-0.072
wildebeest	-0.072
aghast	-0.072
tubular	-0.072
tap water	-0.072
diary	-0.072
social work	-0.072
clitoris	-0.072
fallow	-0.072
area	-0.072
soccer mom	-0.072
buy it	-0.072
bath tub	-0.072
sea salt	-0.072
hateyou	-0.072
rejoice in	-0.072
shatter	-0.072
media	-0.072
sign in	-0.072
footing	-0.072
in spades	-0.072
beef patty	-0.072
december	-0.072
obverse	-0.072
have dinner	-0.072
virginal	-0.072
screwed	-0.072
probable cause	-0.072
left behind	-0.072
venetian	-0.072
some other	-0.072
atm	-0.072
chronic	-0.072
behalf	-0.072
eat	-0.072
microscope	-0.072
drop into	-0.072
write down	-0.072
fruit salad	-0.072
mutual	-0.072
come for	-0.072
aggravate	-0.072
reaper	-0.072
train set	-0.072
side door	-0.072
reprise	-0.072
speculative	-0.072
rap	-0.072
cat food	-0.072
provost	-0.072
asbestos	-0.072
fly in	-0.072
thin line	-0.072
grocery bag	-0.072
cull	-0.072
subway	-0.072
antisemitism	-0.072
roller skates	-0.072
catwalk	-0.072
tumour	-0.072
cream cheese	-0.072
in favor	-0.072
fallopian	-0.072
race card	-0.072
perverse	-0.072
bratwurst	-0.072
gateway drug	-0.072
freeze over	-0.072
fragmentary	-0.072
intoxicating	-0.072
overambitious	-0.074
sea shanty	-0.074
lanced	-0.074
fathead	-0.074
restrictively	-0.074
bend down	-0.074
polyandrous	-0.074
licentiousness	-0.074
fourscore	-0.074
mutate	-0.074
groundnut	-0.074
overage	-0.074
extraneously	-0.074
forgivable	-0.074
cursedly	-0.074
posthypnotic	-0.074
orange bowl	-0.074
focal point	-0.074
glazed donut	-0.074
recombinant	-0.074
somad	-0.074
necessities	-0.074
overbeat	-0.074
showoff	-0.074
concern	-0.074
ladylove	-0.074
spig	-0.074
unmanufactured	-0.074
dividable	-0.074
folky	-0.074
hitherto	-0.074
fjord	-0.074
inexcusability	-0.074
blinder	-0.074
intersex	-0.074
tannery	-0.074
double dutch	-0.074
balanced diet	-0.074
midnight snack	-0.074
deep water	-0.074
fingertips	-0.074
pie chart	-0.074
apple cider	-0.074
scream out	-0.074
perfume	-0.074
revile	-0.074
for anything	-0.074
clicker	-0.074
rouse	-0.074
blasphemously	-0.074
fairytale	-0.074
lump	-0.074
stick up	-0.074
booty shorts	-0.074
dugout	-0.074
sandbar	-0.074
prescribed	-0.074
meter	-0.074
potato chips	-0.074
bash	-0.074
nearest	-0.074
wintery	-0.074
dear sir	-0.074
overpressure	-0.074
prefix	-0.074
nail down	-0.074
hearthstone	-0.074
assimilation	-0.074
lichen	-0.074
roughly	-0.074
resemble	-0.074
contrition	-0.074
hyperextension	-0.074
whistle	-0.074
nastiness	-0.074
innuendo	-0.074
blue chips	-0.074
windiness	-0.074
entwined	-0.074
and yet	-0.074
dental	-0.074
return	-0.074
nailfile	-0.074
underwater	-0.074
dissentious	-0.074
read over	-0.074
miniskirt	-0.074
foodstuff	-0.074
last quarter	-0.074
subheader	-0.074
inferno	-0.074
frontline	-0.074
childlessness	-0.074
mooted	-0.074
penance	-0.074
masseur	-0.074
hot fudge	-0.074
ruffian	-0.074
alienable	-0.074
plumpness	-0.074
schadenfreude	-0.074
listen to	-0.074
dismantlement	-0.074
stinkbug	-0.074
postsynaptic	-0.074
in name	-0.074
cockatiel	-0.074
hail mary	-0.074
staphylococcal	-0.074
swatch	-0.074
aquatic	-0.074
insane asylum	-0.074
reroll	-0.074
badness	-0.074
metaphorically	-0.074
chloric	-0.074
with us	-0.074
postpositional	-0.074
but for	-0.074
plumpy	-0.074
lastday	-0.074
wombat	-0.074
givin	-0.074
bulkiness	-0.074
pep talk	-0.074
hurtful	-0.074
file	-0.074
make over	-0.074
cowherd	-0.074
blend	-0.074
unscripted	-0.074
sixpence	-0.074
tartar sauce	-0.074
bohemianism	-0.074
tendon	-0.074
map	-0.074
and change	-0.074
two thirds	-0.074
sick pay	-0.074
purchased	-0.074
mini van	-0.074
oil price	-0.074
tastebud	-0.074
nominal	-0.074
this stage	-0.074
scoopful	-0.074
playful	-0.074
curiosity	-0.074
expiration	-0.074
teletext	-0.074
rookery	-0.074
concavity	-0.074
amoral	-0.074
rasher	-0.074
hopped	-0.074
virtual	-0.074
bearably	-0.074
supplant	-0.074
guava	-0.074
pencilsharpener	-0.074
quirkiness	-0.074
ploughman	-0.074
rowdily	-0.074
primitivism	-0.074
shouldn	-0.074
safetypin	-0.074
unstipulated	-0.074
probing	-0.074
christmaseve	-0.074
aerial	-0.074
candlewood	-0.074
footstep	-0.074
mach	-0.074
nonromantic	-0.074
moray	-0.074
rencontre	-0.074
iniquitous	-0.074
beasty	-0.074
gonna	-0.074
handprint	-0.074
drivel	-0.074
unicyclist	-0.074
ambler	-0.074
fungi	-0.074
nonadjacent	-0.074
pack up	-0.074
tilt	-0.074
in stitches	-0.074
labia	-0.074
shored	-0.074
skintight	-0.074
deluder	-0.074
multiple sclerosis	-0.075
sonata	-0.075
diorama	-0.076
dairy	-0.076
letterhead	-0.076
pug	-0.076
fecal matter	-0.076
dissection	-0.076
whorehouse	-0.076
stressing	-0.076
zoom	-0.076
uproar	-0.076
folk music	-0.076
trapdoor	-0.076
grace	-0.076
league	-0.076
stumble across	-0.076
irritable	-0.076
for sure	-0.076
visual	-0.076
close in	-0.076
bigoted	-0.076
shimmy	-0.076
chastisement	-0.076
calcareous	-0.076
impudent	-0.076
greaser	-0.076
tabular	-0.076
doorknob	-0.076
decorum	-0.076
humor	-0.076
virgin	-0.076
thrice	-0.076
overwhelm	-0.076
interior	-0.076
fast one	-0.076
pinot noir	-0.076
hold it	-0.076
picture	-0.076
suffocation	-0.076
disciple	-0.076
microphone	-0.076
glabrous	-0.076
discriminating	-0.076
aegis	-0.076
inflate	-0.076
gratuity	-0.076
hangout	-0.076
absinthe	-0.076
bubbly	-0.076
elder	-0.076
rested	-0.076
rainbow	-0.076
mailman	-0.076
boyish	-0.076
northwestern	-0.076
tear gas	-0.076
unexpectedly	-0.076
close by	-0.076
squelch	-0.076
reservoir	-0.076
wrapping	-0.076
bell curve	-0.076
murderess	-0.076
search	-0.076
bring	-0.076
as for	-0.076
decorating	-0.076
cavernous	-0.076
allusion	-0.076
tux	-0.076
gong	-0.076
lending	-0.076
send over	-0.076
broadside	-0.076
opposites	-0.076
dismantle	-0.076
domestic violence	-0.076
sloppy joe	-0.076
cool thing	-0.076
dick	-0.076
august	-0.076
go past	-0.076
kernel	-0.076
elements	-0.076
baseman	-0.076
translate	-0.076
nocturnal	-0.076
pathos	-0.076
octagon	-0.076
catchy	-0.076
peerless	-0.076
special ed	-0.076
entreat	-0.076
storyteller	-0.076
onerous	-0.076
sunscreen	-0.076
by chance	-0.076
gamut	-0.076
intriguing	-0.076
horsey	-0.076
recitation	-0.076
riverboat	-0.076
parlance	-0.076
seizure	-0.076
episodic	-0.076
or somewhere	-0.076
essayist	-0.076
friction	-0.077
hot sauce	-0.077
chapter	-0.078
timepiece	-0.078
wheeze	-0.078
maiden	-0.078
wiggle room	-0.078
wearing	-0.078
lust for	-0.078
follower	-0.078
visitor	-0.078
kilo	-0.078
thanks	-0.078
corporeal	-0.078
quotation	-0.078
modal	-0.078
meddling	-0.078
sift	-0.078
willy nilly	-0.078
shorthand	-0.078
key in	-0.078
hanger	-0.078
negro	-0.078
provisionally	-0.078
funds	-0.078
thx	-0.078
haggle	-0.078
rooftop	-0.078
changing	-0.078
mademoiselle	-0.078
grinding	-0.078
granddad	-0.078
suppertime	-0.078
reverse	-0.078
dreaded	-0.080
identity crisis	-0.080
means	-0.080
stake	-0.080
print out	-0.080
compress	-0.080
shorten	-0.080
rhapsody	-0.080
confession	-0.080
juxtaposition	-0.080
help	-0.080
gazelle	-0.080
screaming	-0.080
ornamental	-0.080
nursing home	-0.080
disinfectant	-0.080
swear word	-0.080
backpacker	-0.080
visit on	-0.080
cur	-0.080
too soon	-0.080
labor day	-0.080
deadline	-0.080
over with	-0.080
pretty girl	-0.080
nail salon	-0.080
dyspepsia	-0.080
cooler	-0.080
homework	-0.082
midwifery	-0.082
unwed	-0.082
pissedoff	-0.082
foe	-0.082
ask	-0.082
stinging	-0.082
bathhouse	-0.082
nicer	-0.082
super glue	-0.082
time out	-0.082
dismay	-0.082
dining	-0.082
avertedly	-0.083
precipitated	-0.083
photodecomposition	-0.083
spitting	-0.083
bagful	-0.083
pitchy	-0.083
ceased	-0.083
marrowbone	-0.083
copenhagen	-0.083
knothole	-0.083
unindicted	-0.083
pelt	-0.083
affectively	-0.083
incalculability	-0.083
absorbability	-0.083
cornflower	-0.083
honeymooner	-0.083
affectivity	-0.083
unlogged	-0.083
beltless	-0.083
roundness	-0.083
subcommand	-0.083
poplar	-0.083
wordily	-0.083
bathmat	-0.083
simplified	-0.083
lightwood	-0.083
dalmatian	-0.083
unaffiliated	-0.083
thematically	-0.083
dilated	-0.083
disparateness	-0.083
encasement	-0.083
nonattachment	-0.083
unpremeditatedly	-0.083
semiprivate	-0.083
workbasket	-0.083
penetrable	-0.083
lakeshore	-0.083
noncontact	-0.083
woundless	-0.083
doodad	-0.083
escapable	-0.083
fractionize	-0.083
hydrangea	-0.083
grog	-0.083
stalactite	-0.083
napped	-0.083
creaseless	-0.083
handloom	-0.083
concertina	-0.083
twirler	-0.083
indifferently	-0.083
introspectiveness	-0.083
dumbwaiter	-0.083
abloom	-0.083
shenanigans	-0.083
earphone	-0.083
mown	-0.083
clipped	-0.083
submenu	-0.083
atypically	-0.083
nuttiness	-0.083
thankfully	-0.083
hatless	-0.083
pickin	-0.083
circumscribable	-0.083
clipart	-0.083
watercress	-0.083
unwound	-0.083
edgeways	-0.083
consumable	-0.083
oxbow	-0.083
hereto	-0.083
thingamabob	-0.083
fairgoer	-0.083
histamine	-0.083
passerby	-0.083
freakishly	-0.083
commode	-0.083
scandalmonger	-0.083
tarlike	-0.083
abyssal	-0.083
shelves	-0.083
freightless	-0.083
inexpensiveness	-0.083
kinswoman	-0.083
glandular	-0.083
sensed	-0.083
dappled	-0.083
aridly	-0.083
dachshund	-0.083
shoved	-0.083
dander	-0.083
axillary	-0.083
entrancement	-0.083
boys	-0.083
uncased	-0.083
closefisted	-0.083
nondenominational	-0.083
nicely	-0.083
unexpired	-0.083
playsuit	-0.083
crossbreed	-0.083
dimply	-0.083
semiseriously	-0.083
unlink	-0.083
credenza	-0.083
carthorse	-0.083
chalklike	-0.083
britches	-0.083
assistor	-0.083
gatecrasher	-0.083
odorant	-0.083
unmerged	-0.083
unclosed	-0.083
marmot	-0.083
headcheese	-0.083
zigzaggy	-0.083
basketwork	-0.083
fretless	-0.083
congregant	-0.083
flax	-0.083
lowercase	-0.083
eyeblink	-0.083
lockstep	-0.083
swarm	-0.084
emption	-0.084
underlay	-0.084
stagger	-0.084
peacock	-0.084
roadhouse	-0.084
hillside	-0.084
dreamboat	-0.084
shell game	-0.084
obstruct	-0.084
coast	-0.084
annex	-0.084
evanescence	-0.084
candid	-0.084
flagpole	-0.084
geranium	-0.084
forced	-0.084
bill as	-0.084
volleyball	-0.084
learning curve	-0.084
death sentence	-0.084
hoist	-0.084
baked potato	-0.084
contrived	-0.084
plough	-0.084
indict	-0.084
stealthily	-0.084
drunk driver	-0.084
intravenous	-0.084
comparable	-0.084
wine	-0.086
fuckoff	-0.086
attentionseeker	-0.086
ineligible	-0.086
hinterland	-0.086
the odd	-0.086
madden	-0.086
skewer	-0.086
tell	-0.086
tragic death	-0.086
storefront	-0.086
thumper	-0.086
read for	-0.086
weather forecast	-0.086
adorable	-0.086
kidding	-0.086
barnacle	-0.086
taut	-0.086
plated	-0.086
pun	-0.086
evens	-0.086
tough question	-0.086
candy store	-0.086
hymen	-0.086
portray	-0.086
refrigerate	-0.086
kin	-0.086
padlock	-0.086
adversary	-0.086
fornication	-0.086
excretion	-0.086
glory hole	-0.086
act out	-0.088
diabolical	-0.088
sheaf	-0.088
extol	-0.088
debriefing	-0.088
anything goes	-0.088
demise	-0.088
spill	-0.088
garden	-0.088
reef	-0.088
zesty	-0.088
toxin	-0.088
scuba	-0.088
prickly	-0.088
outboard	-0.088
adjuvant	-0.088
geld	-0.088
tax law	-0.088
submerge	-0.088
dioxide	-0.088
outer	-0.088
humbug	-0.088
crust	-0.088
loudmouth	-0.088
extreme disgust	-0.088
taoism	-0.088
be off	-0.088
daydream	-0.088
mutilation	-0.088
suddenly	-0.088
email	-0.088
bookseller	-0.088
mile	-0.088
cortisone	-0.088
plow	-0.088
natural gas	-0.088
barbecue	-0.088
coolant	-0.088
cute	-0.088
mitigate	-0.088
botanist	-0.088
midland	-0.088
hooter	-0.090
goalie	-0.090
zippy	-0.090
ware	-0.090
chamber	-0.090
jade	-0.090
kilogram	-0.090
tremor	-0.090
average	-0.090
eviction	-0.090
reside	-0.090
gory	-0.090
chute	-0.090
dojo	-0.090
heartattack	-0.090
photon	-0.090
decorator	-0.090
substantive	-0.090
microscopy	-0.090
beach	-0.090
memoriesiwontforget	-0.090
elapse	-0.090
pubescent	-0.090
gelding	-0.090
differing	-0.090
whimsy	-0.090
inferential	-0.090
upstart	-0.090
daughter	-0.090
summertime	-0.090
wiki	-0.090
mysterious	-0.090
aftertaste	-0.090
roadie	-0.090
monogamy	-0.090
caravan	-0.090
admonition	-0.090
stealing	-0.090
unravel	-0.090
rattler	-0.090
lead	-0.090
getup	-0.090
beefsteak	-0.090
gusty	-0.090
fang	-0.090
garage	-0.090
kidnapped	-0.090
parchment	-0.090
gangsta	-0.090
golfing	-0.090
tearsofjoy	-0.090
barbed	-0.090
medieval	-0.090
go around	-0.090
deductible	-0.090
pang	-0.090
conveyance	-0.090
midair	-0.090
ticked	-0.090
martingale	-0.090
complicated	-0.090
cherub	-0.090
felon	-0.090
inaffable	-0.090
snarl	-0.090
snowfall	-0.090
watchout	-0.090
phalanx	-0.090
glimpse	-0.090
bore	-0.090
time frame	-0.090
divisor	-0.090
gilded	-0.090
reefs	-0.090
digestion	-0.090
relieving	-0.090
dead on	-0.090
inundation	-0.090
ilk	-0.090
biweekly	-0.090
tort	-0.090
oblique	-0.090
postman	-0.090
dreamer	-0.090
trail	-0.090
jaws	-0.090
baby	-0.090
gobble	-0.090
phonics	-0.090
snide	-0.090
hooligan	-0.090
frightful	-0.090
crossword	-0.090
barrack	-0.090
muchneeded	-0.090
stationery	-0.090
flagrant	-0.090
cargo	-0.090
teletype	-0.090
lamppost	-0.090
touch	-0.090
sauna	-0.090
bending	-0.090
scrip	-0.090
immigration	-0.092
remittance	-0.092
itinerary	-0.092
wracking	-0.092
mural	-0.092
geeky	-0.092
greeted	-0.092
rabid	-0.092
migrate	-0.092
vestige	-0.092
barkeep	-0.092
chandler	-0.092
commie	-0.092
daytime	-0.092
champagne	-0.092
displace	-0.092
clamp	-0.092
raffle	-0.092
lubrication	-0.092
strapping	-0.092
term paper	-0.092
hooked	-0.092
arrow	-0.092
viscosity	-0.092
clog	-0.092
remember	-0.092
bevel	-0.092
debutante	-0.092
lubricant	-0.092
likely	-0.092
tangent	-0.092
cynicism	-0.092
assumed	-0.092
moiety	-0.092
apprehension	-0.092
slander	-0.092
unending	-0.092
wiretap	-0.092
expedient	-0.092
glance	-0.092
flask	-0.092
cleavage	-0.092
meditative	-0.092
camcorder	-0.092
peculiarly	-0.092
larceny	-0.092
horribly	-0.092
compactness	-0.092
lawn	-0.092
immemorial	-0.092
can	-0.092
echinacea	-0.092
meander	-0.092
ragemode	-0.092
thrush	-0.092
hoping	-0.092
muffler	-0.092
prone	-0.092
wounding	-0.092
cussed	-0.092
weeding	-0.092
drug	-0.094
allegro	-0.094
set out	-0.094
top dog	-0.094
squat	-0.094
personal space	-0.094
even now	-0.094
toss up	-0.094
selfishness	-0.094
each way	-0.094
far east	-0.094
midwife	-0.094
sperm	-0.094
methadone	-0.094
hand down	-0.094
haul	-0.094
moderate	-0.094
embryo	-0.094
image	-0.094
stir	-0.094
gene pool	-0.094
mental breakdown	-0.094
run against	-0.094
recite	-0.094
birth control	-0.094
apparel	-0.094
combo	-0.094
jetty	-0.094
gusher	-0.094
trait	-0.094
clam chowder	-0.094
shock	-0.094
emulsion	-0.094
infusion	-0.094
venous	-0.094
musk	-0.094
face	-0.094
intercom	-0.094
fish oil	-0.094
eighty	-0.094
solace	-0.094
losing streak	-0.094
suburban	-0.094
meniscus	-0.094
drag on	-0.094
truce	-0.094
graver	-0.094
easily	-0.094
append	-0.094
compare with	-0.094
apportionment	-0.094
goodnight	-0.094
testicular	-0.094
racial discrimination	-0.094
twin	-0.094
turn away	-0.094
stripper	-0.094
copacetic	-0.094
fork over	-0.094
chargeable	-0.094
clue in	-0.094
wild card	-0.094
votive	-0.094
hap	-0.094
moderation	-0.094
album	-0.094
mage	-0.094
put off	-0.094
trauma	-0.094
quest for	-0.094
squeamish	-0.094
blind side	-0.094
repugnant	-0.094
free hand	-0.094
second half	-0.094
pale ale	-0.094
clash	-0.094
uncomplicated	-0.094
blackberry	-0.094
mini skirt	-0.094
press room	-0.094
under oath	-0.094
depravity	-0.094
yeller	-0.094
peaceable	-0.094
genital	-0.094
dell	-0.094
toll	-0.094
respirator	-0.094
thirst for	-0.094
outdoors	-0.094
rainy season	-0.094
voodoo	-0.094
infer	-0.094
cup holder	-0.094
chaste	-0.094
conscript	-0.095
chickpea	-0.095
nonmarket	-0.095
autoinoculation	-0.095
slantways	-0.095
hayfield	-0.095
orchids	-0.095
bloodletting	-0.095
unburden	-0.095
barbarize	-0.095
footnote	-0.095
grayish	-0.095
telephonist	-0.095
foody	-0.095
beachball	-0.095
crewmate	-0.095
unwrapping	-0.095
haymaking	-0.095
youngish	-0.095
larkish	-0.095
discourteousness	-0.095
tablemate	-0.095
pinwheel	-0.095
unicellular	-0.095
ultrathin	-0.095
dreamscape	-0.095
dissidence	-0.095
untaxed	-0.095
unclothed	-0.095
fernlike	-0.095
herbivorous	-0.095
affability	-0.095
heartlessness	-0.095
narrowness	-0.095
mussel	-0.095
eyehole	-0.095
darkish	-0.095
anteater	-0.095
bramble	-0.095
stamen	-0.095
jaywalk	-0.095
floweriness	-0.095
logged	-0.095
oxytocin	-0.095
folksy	-0.095
delocalization	-0.095
unfermented	-0.095
unglazed	-0.095
fez	-0.095
ledged	-0.095
spookiness	-0.095
crimeless	-0.095
concavely	-0.095
beer bottle	-0.096
earpiece	-0.096
pour out	-0.096
stealth	-0.096
home video	-0.096
had it	-0.096
girder	-0.096
listen for	-0.096
drake	-0.096
pike	-0.096
sleeping giant	-0.096
so what	-0.096
liege	-0.096
suppose to	-0.096
chip	-0.096
only child	-0.096
go figure	-0.096
consoled	-0.096
scammer	-0.096
short period	-0.096
thoughtless	-0.096
behind bars	-0.096
jeepers creepers	-0.096
duck in	-0.096
local	-0.096
hardball	-0.096
see fit	-0.096
squint	-0.096
labour	-0.096
laugh at	-0.096
bounce back	-0.096
have got	-0.096
subsidence	-0.096
disapproving	-0.096
put behind	-0.096
granny	-0.096
blackjack	-0.096
mermaid	-0.096
fanbase	-0.096
have lunch	-0.096
at length	-0.096
for long	-0.096
suspected	-0.096
time flies	-0.096
retail price	-0.096
shipment	-0.096
chisel	-0.096
beckon	-0.096
skeptical	-0.096
free zone	-0.096
square up	-0.096
dry powder	-0.096
shot clock	-0.096
swallow that	-0.096
run across	-0.096
tshirt	-0.096
each one	-0.096
leave home	-0.096
apprentice	-0.096
argue over	-0.096
come around	-0.096
olfactory	-0.096
sacrificial	-0.096
sea moss	-0.096
pearly gates	-0.096
pound cake	-0.096
the bomb	-0.096
brown sugar	-0.096
that's that	-0.096
may day	-0.096
site	-0.096
hair gel	-0.096
underground	-0.096
show off	-0.096
sample	-0.096
fauna	-0.096
embrace	-0.096
apply for	-0.096
balsamic vinegar	-0.096
repeat offender	-0.096
mental health	-0.096
bow tie	-0.096
phi	-0.096
book club	-0.096
a battery	-0.096
clavicle	-0.096
criticise	-0.096
metastasis	-0.096
go far	-0.096
fck	-0.096
affable	-0.096
under attack	-0.096
ritz crackers	-0.096
mnemonic	-0.096
file in	-0.096
littoral	-0.096
due respect	-0.096
exhume	-0.096
castor oil	-0.096
care home	-0.096
second chance	-0.096
some place	-0.096
having sex	-0.096
sit in	-0.096
darkened	-0.096
gratuitous	-0.096
curly hair	-0.096
figure out	-0.096
hooky	-0.096
shaving cream	-0.096
northern lights	-0.096
click through	-0.096
curt	-0.096
hair braided	-0.096
in hand	-0.096
compliment on	-0.096
oy vey	-0.096
checkout line	-0.096
trouble	-0.096
expel	-0.096
hand on	-0.096
pan out	-0.096
dining table	-0.096
punched	-0.096
glock	-0.096
kung fu	-0.096
minivan	-0.096
