term	valence
white tiger	0.130
cash register	0.130
every night	0.130
emoji	0.130
unprovoked	0.130
gorilla	0.130
hockey	0.130
housing stock	0.130
live by	0.130
be into	0.130
long history	0.130
big box	0.130
table top	0.130
extract	0.130
acumen	0.128
overlay	0.128
emigration	0.128
spree	0.128
look around	0.128
doorbell	0.128
swordfish	0.128
stud	0.128
blower	0.128
iced	0.128
transponder	0.128
cater to	0.128
franchise player	0.128
public record	0.128
campaign manager	0.126
diplomat	0.126
bookworm	0.126
municipalize	0.125
chemosynthesis	0.125
alchemize	0.125
translucently	0.125
galleon	0.125
cruciform	0.125
tupperware	0.125
potage	0.125
countermeasure	0.125
discreteness	0.125
yardstick	0.125
semirural	0.125
hierological	0.125
grammaticism	0.125
wristlet	0.125
reroof	0.125
enrollee	0.125
sarong	0.125
bagpiper	0.125
mainspring	0.125
fishnet	0.125
beet	0.125
jetliner	0.125
fieldstone	0.125
dynastical	0.125
metaphysician	0.125
intermix	0.125
sinew	0.125
skidoo	0.125
decal	0.125
foreseeable	0.125
radiochemistry	0.125
industrialism	0.125
epistemologist	0.125
vicariousness	0.125
megabyte	0.125
mitochondria	0.125
budgeter	0.125
nondairy	0.125
ethological	0.125
grouper	0.125
operant	0.125
conquerer	0.125
phenomenology	0.125
lookup	0.125
bibliographical	0.125
cryptographist	0.125
mechanize	0.125
semiseriously	0.125
semiannual	0.125
retype	0.125
sandpiper	0.125
tactically	0.125
superscript	0.125
hippy	0.125
stent	0.125
prognosticator	0.125
sizably	0.125
variability	0.125
electrocardiogram	0.125
cochlear	0.125
synoptically	0.125
populate	0.125
switchback	0.125
homoeopathic	0.125
cardiovascular	0.125
phantasmagoric	0.125
tonality	0.125
kitchenette	0.125
each	0.125
occupation	0.124
loader	0.124
terrier	0.124
south	0.124
commanding	0.124
scrapbook	0.124
tinkle	0.124
jumpsuit	0.124
fixation	0.124
diverse	0.124
garb	0.124
exclamation point	0.124
opulent	0.124
utilization	0.124
brow	0.124
our lady	0.124
ask around	0.124
brand	0.124
samurai	0.124
second wind	0.124
leeway	0.124
talkative	0.124
unit	0.124
watcher	0.124
disciplinary	0.124
decoder	0.124
bank	0.124
lip sync	0.124
added	0.124
fill up	0.124
hemispheric	0.124
wing	0.124
suitcase	0.124
sauce	0.124
thirty	0.124
unconcerned	0.124
mention	0.124
abba	0.124
preponderance	0.124
vegetarian	0.124
knack	0.124
outpouring	0.124
laterally	0.124
screening	0.124
vestige	0.124
disseminate	0.124
zesty	0.124
bees	0.124
personal business	0.124
spurred	0.124
in addition	0.124
prediction	0.124
buoy	0.124
collie	0.124
rouge	0.124
hear from	0.124
alphabet	0.124
bureau	0.124
unequalled	0.124
shoulder	0.124
state	0.124
intergalactic	0.124
countess	0.124
northeast	0.124
aye	0.124
historiography	0.124
scientist	0.124
bobcat	0.124
airspace	0.124
dijon mustard	0.124
roadway	0.124
covered	0.124
auspicious	0.124
repertory	0.124
liquefied	0.124
earlier	0.124
stationary bike	0.124
stairway	0.124
slim	0.124
burly	0.124
working out	0.124
yearbook	0.124
latitude	0.124
overpass	0.124
automatic	0.124
emulsion	0.124
dabbling	0.124
genetic	0.124
similar	0.124
rural	0.124
bulb	0.124
causal	0.124
attached	0.124
on target	0.124
inherent	0.124
hahahah	0.124
satellite	0.124
onus	0.124
would say	0.124
warrants	0.124
customer	0.124
come around	0.124
trolley	0.124
operational	0.124
reformer	0.124
writ	0.124
be like	0.124
finery	0.124
roadworks	0.124
trombone	0.124
triangle	0.124
investigative	0.124
buxom	0.124
reviewer	0.124
generally	0.124
posture	0.124
social credit	0.124
subscriber	0.124
due	0.124
swivel	0.124
amount	0.124
west	0.124
drinking	0.124
patio	0.124
programmer	0.124
structure	0.124
instill	0.124
diagram	0.124
elevator	0.124
mixer	0.124
follow up	0.124
in particular	0.124
reverting	0.124
bushy	0.124
intend	0.124
munchies	0.124
buttercup	0.124
coincident	0.124
caribou	0.124
format	0.124
crepe	0.124
slight anticipation	0.124
weeeee	0.124
lowly	0.124
motorist	0.124
anatomy	0.124
multitude	0.124
plated	0.124
john	0.124
plowing	0.124
explicit	0.124
parachute	0.124
witness	0.124
named	0.124
circumstances	0.124
reload	0.124
sitcom	0.124
instrument	0.124
metaphor	0.124
primary	0.124
mangosteen	0.124
publicist	0.124
get into	0.124
and change	0.124
birthday suit	0.124
chapman	0.124
chair	0.124
outer space	0.124
emissary	0.124
particular	0.124
oscillation	0.124
balcony	0.124
hem	0.124
liberalism	0.124
unquestioned	0.124
mentalhealth	0.124
jockey	0.124
verbatim	0.124
pixie	0.124
embodiment	0.124
stockroom	0.124
elan	0.124
circular	0.124
have to	0.124
chat room	0.124
beef stew	0.124
addition	0.124
karate	0.124
throttle	0.124
ahhh	0.124
ohh	0.124
widen	0.124
catalytic	0.124
daisy	0.124
thx	0.124
talk big	0.124
graded	0.124
accessory	0.124
illusion	0.124
industrialist	0.124
causation	0.124
boxing match	0.124
dial in	0.124
stroke	0.124
midnight	0.124
delegation	0.124
glucose	0.124
enzyme	0.124
suit up	0.124
bandanna	0.124
little hand	0.124
central bank	0.124
foxtrot	0.124
whit	0.124
comparable	0.124
juggling	0.124
optics	0.124
acclaim	0.124
bungalow	0.124
ten	0.124
trader	0.124
flooring	0.124
caffeine	0.124
lunar	0.124
device	0.124
calisthenics	0.124
high tech	0.124
coping	0.124
rationalism	0.124
swish	0.124
bouncy	0.124
grid	0.124
handbag	0.124
liquid	0.124
clan	0.124
matchbook	0.124
momentary	0.124
birch	0.124
gelatin	0.124
in focus	0.124
tablet	0.124
anatomic	0.124
porcelain	0.124
padding	0.122
haulage	0.122
goofball	0.122
quietly	0.122
mingle	0.122
zippy	0.122
trade	0.122
spaniel	0.122
laborer	0.122
wherefore	0.122
uprising	0.122
recombinant	0.122
radiograph	0.122
economic	0.122
timetable	0.122
fleece	0.122
frequency	0.122
plywood	0.122
propagate	0.122
priory	0.122
adherent	0.122
lithography	0.122
statuary	0.122
program	0.122
punctuation	0.122
bedrock	0.122
dimensional	0.122
paddle	0.122
recycled	0.122
voluminous	0.122
rum	0.122
consulate	0.122
dispense	0.122
handball	0.122
rubdown	0.122
hunch	0.122
pyrotechnics	0.122
sprite	0.122
priest	0.122
software	0.122
colt	0.122
environs	0.122
ladyship	0.122
sitting	0.122
luggage	0.122
additive	0.122
remark	0.122
titty	0.122
carpentry	0.122
van	0.122
wash away	0.122
orbit	0.122
hayride	0.122
species	0.122
combinatorial	0.122
telegram	0.122
elongation	0.122
phonograph	0.122
shelf	0.122
synoptic	0.122
congregation	0.122
parody	0.122
catalog	0.122
bonny	0.122
everytime	0.122
busload	0.122
boiler	0.122
china	0.122
arbiter	0.122
batter	0.122
topical	0.122
gestation	0.122
map	0.122
deliberation	0.122
pickup	0.122
glide	0.122
excel	0.122
sit	0.122
checklist	0.122
apothecary	0.122
senior	0.122
urban	0.122
aids	0.122
ironclad	0.122
vane	0.122
elaborate	0.122
expecting	0.122
team member	0.122
holster	0.122
thyme	0.122
psychology	0.122
pliers	0.122
primate	0.122
oblong	0.122
age	0.122
aerodynamic	0.122
bugged	0.122
chine	0.122
bathroom	0.122
wokemeup	0.122
buff	0.122
lexicon	0.122
deli	0.122
engender	0.122
modified	0.122
techno	0.122
metaphysics	0.122
rugged	0.122
rote	0.122
ecumenical	0.122
eyeglasses	0.122
pheromone	0.122
riverboat	0.122
giraffe	0.122
newspaperman	0.122
ornament	0.122
levitate	0.122
turnip	0.122
jive	0.122
boundary	0.122
toothpick	0.122
taco	0.122
veteran	0.120
push for	0.120
grammar	0.120
pharmacology	0.120
lama	0.120
mink	0.120
pediatric	0.120
indulgent	0.120
ozone	0.120
sett	0.120
sayonara	0.120
plural	0.120
cedar	0.120
manage	0.120
waistline	0.120
ton	0.120
ladder	0.120
gentry	0.120
grasp	0.120
vow	0.120
electorate	0.120
tame	0.120
imaginary	0.120
turnaround	0.120
blond hair	0.120
icebox	0.120
ratio	0.120
medieval	0.120
chopping	0.120
falafel	0.120
postage	0.120
chatter	0.120
handout	0.120
header	0.120
check on	0.120
batch	0.120
graze	0.120
readjustment	0.120
herbaceous	0.120
relight	0.120
ascertain	0.120
storeroom	0.120
quintet	0.120
blending	0.120
intricate	0.118
medium	0.118
adjudicate	0.118
fair share	0.118
assimilate	0.118
essay	0.118
blue spruce	0.118
fact is	0.118
producer	0.118
crossover	0.118
fourth	0.118
for kicks	0.118
jaguar	0.118
whoop	0.118
brownstone	0.118
government building	0.116
tissue	0.116
toil	0.116
magnolia	0.116
flare	0.116
minority government	0.116
family planning	0.116
make fun	0.116
have on	0.116
lego set	0.116
herself	0.116
worked up	0.116
cook up	0.116
white women	0.116
pacific ocean	0.116
cast	0.116
make him	0.116
think tank	0.116
falcon	0.114
measuring cup	0.114
willful	0.114
mimic	0.114
player	0.114
quince	0.114
root beer	0.114
crosswalk	0.114
young woman	0.114
tank engine	0.112
evaporation	0.112
battery pack	0.112
republican party	0.112
action film	0.112
desktop	0.112
earl grey	0.112
post it	0.112
upper deck	0.112
young buck	0.112
boy scout	0.112
live around	0.112
finalize	0.112
every year	0.112
mahjong	0.112
often	0.112
peace out	0.112
bronze medal	0.112
nylons	0.112
whole name	0.112
rhinoceros	0.112
big one	0.112
parental leave	0.112
camcorder	0.112
atlantic canada	0.112
hand on	0.112
be through	0.112
toward	0.112
forum	0.112
hotel lobby	0.112
trade on	0.112
three hundred	0.112
making waves	0.112
guessing game	0.112
seismometer	0.111
introspectively	0.111
equivalently	0.111
reacquisition	0.111
euphemize	0.111
revolutionist	0.111
seminarian	0.111
scottish	0.111
ovarian	0.111
always	0.111
electrons	0.111
whinny	0.111
combinational	0.111
aquatically	0.111
personally	0.111
whisperer	0.111
netbook	0.111
purveyance	0.111
seedbed	0.111
geotropic	0.111
importer	0.111
emblematically	0.111
pictogram	0.111
vestment	0.111
bedsheet	0.111
geese	0.111
foreteller	0.111
administrate	0.111
stockbrokerage	0.111
homeomorphous	0.111
euphemistically	0.111
psychoanalytic	0.111
typological	0.111
based	0.111
genealogic	0.111
hydrogenation	0.111
theistically	0.111
telemetric	0.111
glassblower	0.111
henceforward	0.111
particularly	0.111
carbonator	0.111
exchanged	0.111
survivalist	0.111
dreadnaught	0.111
undetached	0.111
synopses	0.111
subcontract	0.111
microworld	0.111
rang	0.111
logistical	0.111
tomboyish	0.111
tilapia	0.111
retransmission	0.111
appealer	0.111
deckhouse	0.111
bows	0.111
blogosphere	0.111
descriptor	0.111
societies	0.111
framer	0.111
newsreader	0.111
archival	0.111
roguishness	0.111
convective	0.111
macroclimate	0.111
photometer	0.111
prefabricated	0.111
lithographer	0.111
significantly	0.111
telepathist	0.111
pretreatment	0.111
gyrostabilizer	0.111
multifocal	0.111
radiographic	0.111
archaeologically	0.111
aspirator	0.111
chintz	0.111
pixilated	0.111
whipcord	0.111
coquettish	0.111
paleontological	0.111
hungary	0.111
incumbency	0.111
matriarchic	0.111
quadruped	0.111
bachelorship	0.111
accoutrement	0.111
swirly	0.111
afterhours	0.111
judgelike	0.111
pluralize	0.111
reattribute	0.111
yardman	0.111
desalinate	0.111
whirligig	0.111
deliveries	0.111
laryngologist	0.111
reinitiate	0.111
crossbreed	0.111
potash	0.111
hierarchal	0.111
anthropologically	0.111
creationistic	0.111
subtask	0.111
statistically	0.111
bioelectricity	0.111
euphemist	0.111
continuative	0.111
priced	0.111
photonic	0.111
microphotograph	0.111
generated	0.111
psychophysics	0.111
treelike	0.111
mockup	0.111
rafter	0.111
pluralization	0.111
nonfederal	0.111
nephrology	0.111
dermis	0.111
operationalization	0.111
stoically	0.111
strenuously	0.111
decomposability	0.111
neptune	0.111
precognizant	0.111
correlated	0.111
racoon	0.111
omnivorous	0.111
webmaster	0.111
stringer	0.111
barbell	0.111
commonality	0.111
meticulous	0.110
fanatical	0.110
boardroom	0.110
school district	0.108
associate with	0.108
middle class	0.108
nick	0.108
hair dryer	0.108
in person	0.108
spot light	0.108
realization	0.108
rice pudding	0.108
mirror image	0.108
print out	0.108
rapid growth	0.108
processing time	0.108
government policies	0.108
big screen	0.108
political correctness	0.108
sound asleep	0.108
talk radio	0.108
digital media	0.108
social insurance	0.108
a stretch	0.108
security guard	0.108
blank canvas	0.108
head up	0.108
under control	0.108
soda pop	0.108
first amendment	0.108
go public	0.108
rockin	0.108
baby oil	0.108
chime in	0.108
get in	0.108
source code	0.108
color in	0.108
software company	0.108
parallel park	0.108
in phase	0.108
to hand	0.108
in law	0.108
country mile	0.108
fanny pack	0.108
poster child	0.108
feng shui	0.108
teenage years	0.108
reach out	0.108
instant replay	0.108
touch of	0.108
coffee creamer	0.108
insurance claim	0.108
fingers crossed	0.108
stick together	0.108
civil servant	0.108
look over	0.108
season premiere	0.108
char	0.108
car window	0.108
en masse	0.108
key question	0.108
vernal	0.106
colonial	0.106
shell out	0.106
canister	0.106
bookcase	0.106
flipping	0.106
capitol building	0.106
singly	0.106
only son	0.106
cupboard	0.106
epoch	0.106
driver	0.106
hardware store	0.104
pizza shop	0.104
driver's seat	0.104
plowed	0.104
real time	0.104
what's up	0.104
deeply rooted	0.104
notoriety	0.104
wisp	0.104
incarnate	0.104
screen name	0.104
immediately	0.104
radically	0.104
mind set	0.104
pair	0.104
suggestive	0.104
revisit	0.104
cold one	0.104
word	0.104
hydrodynamics	0.104
tandem	0.104
lubricate	0.104
homogeneous	0.104
incursion	0.104
volume	0.104
press	0.104
bell bottoms	0.104
snuggled	0.104
tassel	0.104
figure in	0.104
bunch	0.104
brought	0.104
paean	0.104
weight watchers	0.104
poll	0.104
linguistics	0.104
captain	0.104
calibrate	0.104
role play	0.104
plankton	0.104
spindle	0.104
come through	0.104
specification	0.104
apartment complex	0.104
monsieur	0.104
bus pass	0.104
babble	0.104
record	0.104
archaeologist	0.104
knickers	0.104
reflect on	0.104
tillage	0.104
blink	0.104
bell	0.104
oversized	0.104
past year	0.104
summons	0.104
checkbook	0.104
lead to	0.104
ophthalmologist	0.104
jet black	0.104
role	0.104
cowboy hat	0.104
in character	0.104
search party	0.104
two dozen	0.104
loan	0.104
fourteen	0.104
masturbate	0.104
unchallenged	0.104
pardon	0.104
localization	0.104
shindig	0.104
news media	0.104
crockery	0.104
genetics	0.104
figment	0.104
foreign aid	0.104
custom	0.104
selectman	0.104
bachelor party	0.104
strapping	0.104
articles	0.104
fellow man	0.104
bowler	0.104
short break	0.104
nine	0.104
price drop	0.104
boy band	0.104
well over	0.104
hyphen	0.104
tidbit	0.104
commandeer	0.104
creek	0.104
first edition	0.104
simulation	0.104
quick look	0.104
riparian	0.104
esprit	0.104
arm	0.104
discretion	0.104
olive branch	0.104
hypothesis	0.104
outer	0.104
cutlery	0.104
introspective	0.104
big break	0.104
come into	0.104
toots	0.104
expectance	0.104
pecan	0.104
spray bottle	0.104
earthenware	0.104
engage in	0.104
big boy	0.104
undeniable	0.104
macro	0.104
arc	0.104
spare	0.104
varying	0.104
bring on	0.104
absorbent	0.104
therapeutics	0.104
even money	0.104
puberty	0.104
toughness	0.104
accounting	0.104
red wine	0.104
apportionment	0.104
volumes	0.104
pizza crust	0.104
coast guard	0.104
oracle	0.104
in stride	0.104
raw material	0.104
magnifying glass	0.104
gynecologist	0.104
thickness	0.104
entry	0.104
brisket	0.104
arranged marriage	0.104
engraver	0.104
foyer	0.104
like cats	0.104
compare	0.104
the following	0.104
round	0.104
amass	0.104
juicer	0.104
brochure	0.104
lube	0.104
civic center	0.104
pencil	0.104
cabinet	0.104
squad	0.104
soprano	0.104
collector	0.104
earshot	0.104
interviewer	0.104
cache	0.104
tight race	0.104
masses	0.104
basin	0.104
semaphore	0.104
recurrent	0.104
loosen up	0.104
gubernatorial	0.104
reminder	0.104
robin	0.104
sugar water	0.104
contemplation	0.104
twirl	0.104
four	0.104
replete	0.104
gage	0.104
hairdo	0.104
biochemistry	0.104
war hero	0.104
proctor	0.104
sidecar	0.104
decree	0.104
chose	0.104
swap	0.104
reassemble	0.104
anagram	0.104
large cap	0.104
student body	0.104
haystack	0.104
hot summer	0.104
flexin	0.104
hour	0.104
en route	0.104
interworking	0.104
discreet	0.104
congressional	0.104
landing	0.104
blue jeans	0.104
seating	0.104
insistent	0.104
build in	0.104
invulnerable	0.104
simulating	0.104
designated driver	0.104
nursing	0.104
fawn over	0.104
dollar sign	0.104
pass through	0.104
bloodstream	0.104
suv	0.104
late afternoon	0.104
bunny girl	0.104
groove	0.104
visiting team	0.104
annual	0.104
pursuance	0.104
ventriloquist	0.104
green eyes	0.104
public defender	0.104
swear in	0.104
sippy cup	0.104
directly proportional	0.104
pull through	0.104
southern	0.104
anemone	0.104
caution	0.104
top secret	0.104
lessor	0.104
crossing guard	0.104
dish	0.104
getting along	0.104
run through	0.104
ahhhhhhhh	0.104
hands full	0.104
backyard	0.104
play up	0.104
molding	0.104
stern	0.104
old days	0.104
point spread	0.104
pantomime	0.104
black diamond	0.104
palpable	0.104
foxy	0.104
boom box	0.104
recycling	0.104
soapy	0.104
large groups	0.104
ineffable	0.102
reverent	0.102
lithograph	0.102
itinerary	0.102
stewardship	0.102
recorder	0.102
parcels	0.102
foreign exchange	0.102
skirt	0.102
apologize	0.102
matrix	0.102
mural	0.102
stead	0.102
typist	0.102
forces	0.102
knapsack	0.102
depository	0.102
amino	0.102
heading	0.102
intercourse	0.102
nibble	0.102
delta	0.102
uterus	0.102
walker	0.102
haul	0.102
coexisting	0.102
decode	0.102
town	0.102
preacher	0.102
tell	0.102
recruit	0.102
bedspread	0.102
femme	0.102
sponge	0.102
spin	0.102
woodshed	0.102
convergence	0.102
tallies	0.102
keg	0.102
drawbridge	0.102
vegetable	0.102
quartermaster	0.102
assessor	0.102
container	0.102
pocketbook	0.102
sup	0.102
confederate	0.102
microchip	0.102
adjudication	0.102
clump	0.102
approximate	0.102
microphone	0.102
wristband	0.102
rink	0.102
bowls	0.102
circumferential	0.102
shrewd	0.102
scriptural	0.102
courier	0.102
saber	0.102
hippie	0.102
edifice	0.102
deejay	0.102
pax	0.102
manned	0.102
adverts	0.102
continent	0.102
demonstration	0.102
convert	0.102
mignon	0.102
jute	0.102
homing	0.102
blunt	0.102
gregarious	0.102
chargeable	0.102
inner	0.102
amnesty	0.102
littoral	0.102
tawny	0.102
spoken	0.102
aeronautics	0.102
extreme anticipation	0.102
gulp	0.102
corps	0.102
mitigating	0.102
corvette	0.102
reassignment	0.102
mineralogy	0.102
peninsula	0.102
railing	0.102
advocate	0.102
declaration	0.102
conditions	0.102
autocorrect	0.102
consummate	0.102
devise	0.102
deliberate	0.102
diversionary	0.102
bulwark	0.102
anthropologist	0.102
table	0.102
longboat	0.102
shanghai	0.102
croquet	0.102
pita	0.102
suppose	0.102
world bank	0.102
aqueduct	0.102
third	0.102
tone	0.102
metal	0.102
dietary	0.102
simulate	0.102
port	0.100
font size	0.100
no problem	0.100
intent	0.100
baseball season	0.100
airstrip	0.100
garden hose	0.100
forward pass	0.100
superior court	0.100
black tie	0.100
petticoat	0.100
neighbour	0.100
call center	0.100
primal	0.100
memory lane	0.100
blue cheese	0.100
work schedule	0.100
disco ball	0.100
aww	0.100
boxing ring	0.100
plan out	0.100
tooth brush	0.100
be one	0.100
press secretary	0.100
be full	0.100
hand soap	0.100
surreal	0.100
tact	0.100
double up	0.100
train station	0.100
hot toddy	0.100
tap for	0.100
pubescent	0.100
tomato	0.100
mobile number	0.100
cornerstone	0.100
timberland	0.100
ternary	0.100
spoon fed	0.100
blue dress	0.100
vegetable oil	0.100
check up	0.100
ice breaker	0.100
lab coat	0.100
mutually exclusive	0.100
secret agent	0.100
driving test	0.100
moral imperative	0.100
yup	0.100
mean business	0.100
mini fridge	0.100
hooked on	0.100
practical nurse	0.100
little people	0.100
fantasy football	0.100
hefty	0.100
hair mask	0.100
quite a	0.100
count in	0.100
web design	0.100
now now	0.100
cranberry sauce	0.100
periodical	0.100
rapper	0.100
half price	0.100
choose to	0.100
atonement	0.100
alumni	0.100
spherical	0.100
coney island	0.100
heraldry	0.100
aeration	0.100
unbroken	0.100
self-fulfilling prophecy	0.100
play off	0.100
societal	0.100
chili dog	0.100
sneak peek	0.100
alderman	0.100
multiple choice	0.100
paper money	0.100
take effect	0.100
baked beans	0.100
full house	0.100
first dibs	0.100
equator	0.100
chock full	0.100
sticky note	0.100
banzai	0.100
direct flight	0.100
equatorial	0.100
meal plan	0.100
ever so	0.100
strong feelings	0.100
bus station	0.100
public radio	0.100
resonate with	0.100
ranch dressing	0.100
credit with	0.100
magic bullet	0.100
username	0.100
male character	0.100
fill with	0.100
plastic surgeon	0.100
social policy	0.100
fair number	0.100
jelly beans	0.100
general hospital	0.100
tax exempt	0.100
ball player	0.100
dipping sauce	0.100
will do	0.100
white meat	0.100
behaviour	0.100
cleaned up	0.100
fit in	0.100
task	0.100
skating rink	0.100
net worth	0.100
delivery date	0.100
full tilt	0.100
dabble	0.100
standard time	0.100
legal counsel	0.100
executive privilege	0.100
doe	0.100
data collection	0.100
little man	0.100
slogan	0.100
come again	0.100
eye drops	0.100
sworn	0.100
facebook page	0.100
resting place	0.100
pro shop	0.100
full on	0.100
piece together	0.100
miles away	0.100
car dealership	0.100
caterer	0.100
chap	0.100
rating system	0.100
feel for	0.100
a lot	0.100
ray	0.100
buzzer	0.098
fish fry	0.098
tray	0.098
me time	0.098
sprint	0.098
shaft	0.098
icon	0.098
consent form	0.098
parallelism	0.098
hairspray	0.098
floppy	0.098
publication	0.098
door	0.098
crossing	0.098
baking	0.098
footloose	0.098
honk	0.098
hot with	0.098
soy sauce	0.097
highschool	0.096
social housing	0.096
talking to	0.096
game show	0.096
dopamine	0.096
opt in	0.096
garlic bread	0.096
have influence	0.096
ball hockey	0.096
whispered	0.096
and how	0.096
ape	0.096
city council	0.096
enumeration	0.096
pot pie	0.096
on purpose	0.096
quantities of	0.096
get information	0.096
land with	0.096
dream of	0.096
aha	0.096
see coming	0.096
young adult	0.096
go up	0.096
part ways	0.096
iced coffee	0.096
dispose	0.096
in public	0.096
trade up	0.096
short cut	0.096
silk road	0.096
american indian	0.096
inside joke	0.096
drum kit	0.096
frontline	0.096
box set	0.096
soccer ball	0.096
go in	0.096
feed into	0.096
serious money	0.096
gay marriage	0.096
small fortune	0.096
pad thai	0.096
search engine	0.096
funny stuff	0.096
social security	0.096
cherry pick	0.096
sold	0.096
new era	0.096
living wage	0.096
mark as	0.096
bindery	0.096
step into	0.096
square with	0.096
walkie talkie	0.096
power cord	0.096
mail box	0.096
whole time	0.096
mind reading	0.096
country road	0.096
costume	0.096
global economy	0.096
this evening	0.096
top out	0.096
bowling alley	0.096
vested interest	0.096
long on	0.096
wine bottle	0.096
fly in	0.096
hey	0.096
hubby	0.096
monkey	0.096
dipper	0.096
green onions	0.096
outside world	0.096
pulled pork	0.096
access code	0.096
air conditioner	0.096
first person	0.096
know what	0.096
face card	0.096
television series	0.096
baking soda	0.096
fluorination	0.095
plasterwork	0.095
siberian	0.095
enzymatic	0.095
biracialism	0.095
earthman	0.095
coinheritance	0.095
dasher	0.095
audiometry	0.095
elastically	0.095
psychobiology	0.095
laconic	0.095
qualitatively	0.095
affectively	0.095
lanolin	0.095
asynchronous	0.095
ranchero	0.095
sideburn	0.095
nonchemical	0.095
discussible	0.095
predominately	0.095
vocalism	0.095
italic	0.095
afoot	0.095
transmittance	0.095
assembler	0.095
latin	0.095
remount	0.095
audiovisual	0.095
stickball	0.095
webserver	0.095
baptizer	0.095
titmouse	0.095
redistributive	0.095
riveter	0.095
intensively	0.095
wavelike	0.095
placed	0.095
transliteration	0.095
thematically	0.095
polygenesis	0.095
confederative	0.095
nonmilitary	0.095
presupposition	0.095
prefabricator	0.095
articular	0.095
pansexual	0.095
inducer	0.095
unconventionality	0.095
longhorn	0.095
neckline	0.095
unaffectedly	0.095
iridium	0.095
neutralizer	0.095
emote	0.095
shipside	0.095
alternator	0.095
binational	0.095
bookwork	0.095
headpiece	0.095
issuable	0.095
circulator	0.095
sandglass	0.095
rapidly	0.095
worksite	0.095
polyurethane	0.095
tries	0.095
conservatorship	0.095
bunkmate	0.095
dermatological	0.095
radiolocation	0.095
subzone	0.095
programmatic	0.095
quenchable	0.095
unbuckle	0.095
curbside	0.095
falsifiable	0.095
standalone	0.095
contiguousness	0.095
electroencephalogram	0.095
reflexive	0.095
multicomponent	0.095
walkover	0.095
deciduousness	0.095
coriander	0.095
whiskerless	0.095
particularization	0.095
polyether	0.095
hoopskirt	0.095
subeditor	0.095
coxswain	0.095
apparentness	0.095
autocorrelation	0.095
stoneworker	0.095
centermost	0.095
orbiter	0.095
deepwater	0.095
announced	0.095
nonconventional	0.095
thermoplastic	0.095
intellectualize	0.095
urology	0.095
multiplicatively	0.095
kremlin	0.095
firsthand	0.095
fructose	0.095
ethnographic	0.095
echolocation	0.095
functionary	0.095
silica	0.095
mantled	0.095
verbalization	0.095
reorder	0.095
regularly	0.095
eskimo	0.095
broadly	0.095
hipster	0.095
buckskinned	0.095
experientially	0.095
declarable	0.095
photomultiplier	0.095
congresswoman	0.095
biometeorology	0.095
afterword	0.095
dilly	0.095
normalness	0.095
zeitgeist	0.095
accentual	0.095
beechnut	0.095
potentially	0.095
etymologically	0.095
inscriptive	0.095
gastroenterology	0.095
definitely	0.095
physiologically	0.095
eastside	0.095
infantryman	0.095
fused	0.095
sharpie	0.095
programmatically	0.095
morphogenesis	0.095
senhor	0.095
only child	0.094
white person	0.094
thrive on	0.094
in all	0.094
former	0.094
stay around	0.094
overcoat	0.094
stocking	0.094
back story	0.094
fleet	0.094
triple play	0.094
revolve around	0.094
join you	0.094
general election	0.094
rolling stone	0.094
flip through	0.094
minister	0.094
hyped up	0.094
instance	0.094
little one	0.094
science fiction	0.094
text message	0.094
hawaiian shirt	0.094
driver license	0.094
corn bread	0.094
in form	0.094
rephrase	0.094
encryption	0.094
lady bug	0.093
sirloin	0.092
byzantine	0.092
mixture	0.092
dining room	0.092
mirage	0.092
exhaust	0.092
hand in	0.092
alfalfa	0.092
try for	0.090
surveyor	0.090
take notes	0.090
undersea	0.090
bulletin board	0.090
right foot	0.090
live television	0.090
intend to	0.090
scrupulous	0.090
molar	0.088
pop quiz	0.088
prelude	0.088
faro	0.088
a bunch	0.088
cement	0.088
uplink	0.088
who knows	0.088
sundry	0.086
informed	0.086
cabernet	0.086
corpus	0.086
bookmark	0.086
eventful	0.086
oath	0.086
silvery	0.086
remembrance day	0.086
amaretto	0.086
after all	0.086
time series	0.086
kin	0.086
sequence	0.086
fried chicken	0.086
barber	0.086
lingerie	0.086
wagon	0.085
graphics	0.084
enchilada	0.084
curd	0.084
one	0.084
surround	0.084
acquiescence	0.084
freckle	0.084
coursing	0.084
auspices	0.084
tongue	0.084
soblessed	0.084
outline	0.084
paging	0.084
suede	0.084
hourglass	0.084
taxi	0.084
eulogium	0.084
evaluation	0.084
hardball	0.084
year	0.084
start on	0.084
locomotive	0.084
ceasefire	0.084
terse	0.084
poster	0.084
hexagon	0.084
autocratic	0.084
bugler	0.084
utterance	0.084
rearrangement	0.084
waist	0.084
cameraman	0.084
retail therapy	0.084
plasticity	0.084
scuba	0.084
chambers	0.084
canonical	0.084
pennant	0.084
globular	0.084
masturbation	0.084
briefcase	0.084
southpaw	0.084
mix	0.084
inimaginable	0.084
receipt	0.084
discerning	0.084
lettered	0.084
pendulum	0.084
casino	0.084
ciao	0.084
zeppelin	0.084
spawn	0.084
beret	0.084
naval	0.084
rig	0.084
trapeze	0.084
hyper	0.084
homologue	0.084
canton	0.084
jenny	0.084
run	0.084
clay	0.084
monogamy	0.084
betty	0.084
journalist	0.084
peas	0.084
beading	0.084
wight	0.084
patronizing	0.084
digestive	0.084
officer	0.084
grantor	0.084
exhale	0.084
engraved	0.084
domiciled	0.084
assemble	0.084
preside	0.084
